Engine rpm,Lub oil pressure,Fuel pressure,Coolant pressure,lub oil temp,Coolant temp,Engine Condition,Hour,Day,Month
0.415818686,0.403375195,0.159998776,0.157948888,0.272637067,0.08115861,0,0.043478261,0.766666667,0
0.261794635,0.561052623,0.293627796,0.249877732,0.696116283,0.211989725,1,0.043478261,0.766666667,0
0.364014801,0.46243946,0.195833572,0.194885992,0.762427039,0.112799447,1,0.043478261,0.766666667,0
0.476873265,0.508235675,0.360051069,0.209626118,0.286720829,0.112547876,1,0.043478261,0.766666667,0
0.277983349,0.291534977,0.440501861,0.245781248,0.255918217,0.218494759,1,0.043478261,0.766666667,0
0.332099907,0.518080605,0.306130587,0.647683974,0.271804631,0.046870829,1,0.043478261,0.766666667,0
0.271507863,0.682163336,0.269496183,0.179044742,0.249569713,0.127010162,0,0.043478261,0.766666667,0
0.262257169,0.613313624,0.226863858,0.13315079,0.289841339,0.093222331,0,0.043478261,0.766666667,0
0.372340426,0.686320608,0.282093747,0.371784726,0.286934421,0.172891815,0,0.043478261,0.766666667,0
0.240055504,0.596668884,0.231583481,0.182946109,0.719747297,0.106587249,1,0.043478261,0.766666667,0
0.785846438,0.516817554,0.295667129,0.183689729,0.282572825,0.066033228,0,0.043478261,0.766666667,0
0.562904718,0.626027299,0.632918773,0.34098154,0.333681474,0.073150594,1,0.043478261,0.766666667,0
0.272432932,0.356367842,0.450332847,0.38782767,0.166143443,0.042762872,1,0.043478261,0.766666667,0
0.168825162,0.301805612,0.015654986,0.371947048,0.306066592,0.15950002,1,0.043478261,0.766666667,0
0.37372803,0.178325992,0.126687486,0.406376472,0.72291693,0.148948732,0,0.043478261,0.766666667,0
0.361702128,0.310358322,0.303594439,0.181537359,0.388407784,0.154540724,0,0.043478261,0.766666667,0
0.234967623,0.401207263,0.336726306,0.312810061,0.564258232,0.06135606,0,0.043478261,0.766666667,0
0.290009251,0.320863746,0.504112868,0.299336655,0.269798343,0.199029366,1,0.043478261,0.766666667,0
0.231267345,0.577547262,0.250111567,0.328604383,0.271163124,0.10566358,1,0.043478261,0.766666667,0
0.556891767,0.580074635,0.234646783,0.224025848,0.332067345,0.132612298,0,0.043478261,0.766666667,0
0.316836263,0.342922419,0.244329526,0.191309238,0.30847325,0.159237665,1,0.043478261,0.766666667,0
0.649398705,0.562894533,0.286994858,0.216807766,0.256079845,0.235536462,0,0.043478261,0.766666667,0
0.53052729,0.313318374,0.295444165,0.239941733,0.63857404,0.123929548,0,0.043478261,0.766666667,0
0.581406105,0.529550866,0.275801604,0.108921295,0.328373379,0.085030716,1,0.043478261,0.766666667,0
0.367715079,0.362854929,0.274853138,0.297029785,0.632609379,0.031559569,1,0.043478261,0.766666667,0
0.250693802,0.634721851,0.684449614,0.170785177,0.770624459,0.063407231,1,0.043478261,0.766666667,0
0.732654949,0.498369282,0.594272516,0.411601782,0.295963632,0.078348486,0,0.043478261,0.766666667,0
0.266882516,0.406281073,0.772747051,0.190526968,0.19076988,0.123750192,0,0.043478261,0.766666667,0
0.404717854,0.346536151,0.20069554,0.211823686,0.127305005,0.147045599,1,0.043478261,0.766666667,0
0.325161887,0.590145592,0.35315253,0.324096958,0.817621549,0.07441598,0,0.043478261,0.766666667,0
0.333024977,0.427245384,0.340835629,0.266687643,0.233252392,0.051148343,1,0.043478261,0.766666667,0
0.225716929,0.239180919,0.368177558,0.453176115,0.168881136,0.162654403,1,0.043478261,0.766666667,0
0.283533765,0.735759038,0.258250753,0.211804388,0.750622616,0.053384143,1,0.043478261,0.766666667,0
0.349676226,0.639531428,0.25404506,0.320726144,0.216039677,0.166562599,0,0.086956522,0.766666667,0
0.317761332,0.542381273,0.25064281,0.40447054,0.329578134,0.126201666,0,0.086956522,0.766666667,0
0.29787234,0.50165505,0.270162881,0.319173805,0.299620058,0.120062816,1,0.086956522,0.766666667,0
0.306197965,0.500830836,0.297771491,0.142027159,0.16757962,0.146762729,0,0.086956522,0.766666667,0
0.421831637,0.101978048,0.160486924,0.218946311,0.300533262,0.167516289,0,0.086956522,0.766666667,0
0.273358002,0.293867583,0.326089023,0.256358862,0.331193195,0.090145402,1,0.086956522,0.766666667,0
0.506475486,0.464953956,0.521013841,0.291367618,0.36861074,0.107239656,1,0.086956522,0.766666667,0
0.26827012,0.349407773,0.277675956,0.384839353,0.253510606,0.125750756,0,0.086956522,0.766666667,0
0.341813136,0.442739899,0.556787684,0.452762337,0.739583643,0.104073693,1,0.086956522,0.766666667,0
0.370952821,0.430479239,0.088626015,0.361670311,0.311039584,0.100448287,1,0.086956522,0.766666667,0
0.293246994,0.765058411,0.310136207,0.283015775,0.281232521,0.0739193,1,0.086956522,0.766666667,0
0.617021277,0.471574619,0.272372628,0.196029297,0.229730873,0.082361504,1,0.086956522,0.766666667,0
0.413043478,0.733448232,0.021774072,0.163688865,0.277850792,0.040820642,1,0.086956522,0.766666667,0
0.422294172,0.572197555,0.300660222,0.228973717,0.263587659,0.166495449,0,0.086956522,0.766666667,0
0.601757632,0.397612597,0.305522726,0.22824342,0.212749997,0.060116752,0,0.086956522,0.766666667,0
0.394079556,0.349840917,0.332104487,0.493473697,0.234781215,0.100955228,0,0.086956522,0.766666667,0
0.162349676,0.56895866,0.220794982,0.260590519,0.235353985,0.213158678,0,0.086956522,0.766666667,0
0.251156337,0.279409642,0.651340629,0.476287622,0.277085144,0.19408384,0,0.086956522,0.766666667,0
0.392229417,0.513890729,0.22715088,0.412000114,0.320548824,0.182346246,0,0.086956522,0.766666667,0
0.713691027,0.217095614,0.322079174,0.337906301,0.2103838,0.111916766,0,0.086956522,0.766666667,0
0.28307123,0.345515577,0.468645001,0.150437112,0.451337474,0.081147227,0,0.086956522,0.766666667,0
0.575393154,0.40966388,0.262558832,0.16554821,0.285729744,0.140163758,0,0.086956522,0.766666667,0
0.259481961,0.274342682,0.086765705,0.356725161,0.291349909,0.056053351,1,0.086956522,0.766666667,0
0.187789084,0.306970717,0.287454757,0.313788397,0.37758293,0.151223306,0,0.086956522,0.766666667,0
0.262257169,0.308183115,0.176418273,0.260220031,0.280513731,0.143844217,1,0.086956522,0.766666667,0
0.334875116,0.590254512,0.100761845,0.457744478,0.338359051,0.145386939,1,0.086956522,0.766666667,0
0.2160037,0.401424944,0.248475632,0.355308972,0.33968732,0.108044323,0,0.086956522,0.766666667,0
0.410730805,0.429544569,0.114588614,0.180662898,0.379072873,0.081763186,0,0.086956522,0.766666667,0
0.413043478,0.63413899,0.214834399,0.352736834,0.332926627,0.154576861,1,0.086956522,0.766666667,0
0.284458834,0.55260426,0.354863346,0.266083319,0.333605264,0.115558281,1,0.086956522,0.766666667,0
0.241905643,0.705753217,0.275731233,0.27400186,0.391978198,0.066903867,0,0.086956522,0.766666667,0
0.747918594,0.534453979,0.557417852,0.303163456,0.239179343,0.098130084,0,0.086956522,0.766666667,0
0.296947271,0.534815347,0.24848108,0.369623713,0.317440551,0.116161776,0,0.086956522,0.766666667,0
0.482886216,0.541727031,0.3021899,0.435107299,0.311308717,0.082894476,1,0.086956522,0.766666667,0
0.196114709,0.424066597,0.225382344,0.228140501,0.299190289,0.011457006,0,0.086956522,0.766666667,0
0.324699352,0.52997345,0.393092699,0.214815329,0.249617713,0.052863752,1,0.086956522,0.766666667,0
0.362627197,0.354672941,0.343819828,0.318770762,0.247608817,0.198926357,0,0.086956522,0.766666667,0
0.325161887,0.406043854,0.240099409,0.196266007,0.227482822,0.11433408,0,0.086956522,0.766666667,0
0.252543941,0.310626543,0.224771106,0.173883275,0.652543465,0.126395356,0,0.086956522,0.766666667,0
0.338112858,0.281571763,0.308357505,0.382651775,0.374658115,0.191019347,0,0.086956522,0.766666667,0
0.461147086,0.529573577,0.552227938,0.226501396,0.220832185,0.122378769,1,0.086956522,0.766666667,0
0.3066605,0.432876586,0.185369684,0.296151308,0.582873364,0.10393762,1,0.086956522,0.766666667,0
0.334412581,0.402295448,0.344393393,0.230679946,0.667619371,0.059138807,1,0.086956522,0.766666667,0
0.317298797,0.35764826,0.239521299,0.240322857,0.34370331,0.18431634,0,0.086956522,0.766666667,0
0.304347826,0.51009889,0.088160126,0.386549698,0.29354614,0.139902719,0,0.086956522,0.766666667,0
0.183626272,0.335691831,0.463816259,0.106786999,0.836286963,0.178909074,1,0.086956522,0.766666667,0
0.361239593,0.388035482,0.615247647,0.155123691,0.508314702,0.172879685,0,0.086956522,0.766666667,0
0.34320074,0.277787169,0.416894773,0.328386131,0.19478832,0.042192182,1,0.086956522,0.766666667,0
0.14893617,0.228450522,0.608439823,0.275473334,0.246296127,0.097888462,1,0.086956522,0.766666667,0
0.44079556,0.455362125,0.397852348,0.284059224,0.285942259,0.066419204,1,0.086956522,0.766666667,0
0.251156337,0.352459032,0.167760014,0.145110846,0.354801975,0.183842583,0,0.086956522,0.766666667,0
0.386679001,0.507025722,0.159017968,0.39122103,0.369287164,0.058354493,1,0.130434783,0.766666667,0
0.2386679,0.334248817,0.308827942,0.168782819,0.330023109,0.090675216,1,0.130434783,0.766666667,0
0.253931545,0.572578684,0.316940943,0.384666881,0.398643441,0.158334184,0,0.130434783,0.766666667,0
0.453746531,0.081137029,0.288971665,0.312852172,0.580479986,0.124906432,0,0.130434783,0.766666667,0
0.336725254,0.320683453,0.337152549,0.02137435,0.581888276,0.149660262,1,0.130434783,0.766666667,0
0.409805735,0.383050845,0.36020802,0.858066359,0.331226989,0.097462892,0,0.130434783,0.766666667,0
0.378353377,0.536638335,0.283204774,0.340737487,0.259791498,0.141814826,0,0.130434783,0.766666667,0
0.391766883,0.496312896,0.419437875,0.163649545,0.290471269,0.073705309,0,0.130434783,0.766666667,0
0.211840888,0.531230536,0.222076655,0.324411229,0.572073479,0.087706328,0,0.130434783,0.766666667,0
0.378815911,0.38040666,0.257031069,0.679117391,0.384999527,0.12497395,1,0.130434783,0.766666667,0
0.5453284,0.326556731,0.282913745,0.349511101,0.354697343,0.157639731,0,0.130434783,0.766666667,0
0.581406105,0.549328257,0.333528859,0.154455371,0.471218343,0.141493633,0,0.130434783,0.766666667,0
0.385753932,0.717962972,0.399684037,0.400054699,0.328501892,0.11613911,1,0.130434783,0.766666667,0
0.628122109,0.371397202,0.431581011,0.321990515,0.267103342,0.207390265,0,0.130434783,0.766666667,0
0.316373728,0.4843057,0.269769449,0.228241275,0.252716702,0.059974263,1,0.130434783,0.766666667,0
0.596207216,0.588045034,0.279274367,0.314796986,0.525955447,0.118617396,1,0.130434783,0.766666667,0
0.219703978,0.554474179,0.240898685,0.522618988,0.353219017,0.192674385,1,0.130434783,0.766666667,0
0.288621647,0.435158921,0.144657131,0.213355763,0.276603996,0.111862263,0,0.130434783,0.766666667,0
0.292784459,0.607650852,0.814009999,0.3570008,0.136284908,0.064841187,1,0.130434783,0.766666667,0
0.371877891,0.638991591,0.091687367,0.364046657,0.12648782,0.178670688,0,0.130434783,0.766666667,0
0.143848289,0.419127103,0.645941037,0.21147989,0.581872706,0.061507981,1,0.130434783,0.766666667,0
0.273820537,0.696935529,0.191870321,0.426180397,0.154484995,0.089196894,0,0.130434783,0.766666667,0
0.442183164,0.457338853,0.304618759,0.304826856,0.34460536,0.154116482,1,0.130434783,0.766666667,0
0.196577243,0.630700316,0.261094676,0.320811128,0.179050262,0.117441518,1,0.130434783,0.766666667,0
0.498149861,0.470112227,0.100520054,0.177949849,0.593122196,0.117916772,0,0.130434783,0.766666667,0
0.334875116,0.456488911,0.534903035,0.282695337,0.19436183,0.165471337,1,0.130434783,0.766666667,0
0.271970398,0.533626948,0.251375914,0.247942726,0.333515786,0.150817872,1,0.130434783,0.766666667,0
0.409805735,0.262959113,0.237220315,0.253242334,0.269020929,0.157069058,0,0.130434783,0.766666667,0
0.233580019,0.613836679,0.518473503,0.592971654,0.34287134,0.191244228,0,0.130434783,0.766666667,0
0.212765957,0.616358734,0.263495616,0.488078422,0.341925314,0.164922735,1,0.130434783,0.766666667,0
0.382516189,0.224104994,0.379207541,0.188188451,0.359878608,0.143880287,1,0.130434783,0.766666667,0
0.580018501,0.597235299,0.162589542,0.289922943,0.679815613,0.090215883,0,0.130434783,0.766666667,0
0.20120259,0.354250219,0.321384776,0.245203801,0.252180764,0.050554456,0,0.130434783,0.766666667,0
0.55920444,0.726281567,0.19253689,0.453852588,0.331113651,0.070772916,1,0.130434783,0.766666667,0
0.206753006,0.456544651,0.412068187,0.25982272,0.435936708,0.044411834,1,0.130434783,0.766666667,0
0.417668825,0.500750522,0.45557697,0.142094391,0.29990082,0.131998682,0,0.130434783,0.766666667,0
0.324236818,0.256786919,0.175349181,0.68793454,0.30927491,0.234085752,0,0.130434783,0.766666667,0
0.362627197,0.3965064,0.22614262,0.425683283,0.763303462,0.032440331,1,0.130434783,0.766666667,0
0.334875116,0.686718956,0.291953254,0.156343655,0.551927727,0.162430939,1,0.130434783,0.766666667,0
0.236355227,0.322568848,0.328165731,0.260746593,0.238433924,0.08214721,0,0.173913043,0.766666667,0
0.292321924,0.288689407,0.261960802,0.354974186,0.252493335,0.133534878,1,0.173913043,0.766666667,0
0.336725254,0.33405879,0.167402343,0.405910913,0.293750908,0.177357846,0,0.173913043,0.766666667,0
0.203515264,0.380755345,0.262268224,0.387870833,0.230149809,0.132352414,0,0.173913043,0.766666667,0
0.286308973,0.257494637,0.35120582,0.368836292,0.343436755,0.157161554,0,0.173913043,0.766666667,0
0.325161887,0.367261406,0.264550737,0.294785829,0.201047831,0.09829666,0,0.173913043,0.766666667,0
0.36493987,0.508838287,0.290279129,0.296496628,0.194985889,0.036750074,0,0.173913043,0.766666667,0
0.310823312,0.518306144,0.313337977,0.25512274,0.286698501,0.196861361,0,0.173913043,0.766666667,0
0.445420907,0.340420667,0.202654931,0.322074342,0.346093501,0.118594697,0,0.173913043,0.766666667,0
0.578168363,0.721163483,0.290994436,0.318666435,0.888452609,0.07450887,0,0.173913043,0.766666667,0
0.187326549,0.303779624,0.34188432,0.236105812,0.34066312,0.099810863,0,0.173913043,0.766666667,0
0.486123959,0.435002058,0.436709499,0.202826358,0.347253256,0.069294556,1,0.173913043,0.766666667,0
0.345050879,0.444574833,0.534261151,0.433381233,0.237784857,0.065012523,1,0.173913043,0.766666667,0
0.186864015,0.567107313,0.322908436,0.36561533,0.28425758,0.130178104,0,0.173913043,0.766666667,0
0.295097132,0.480419664,0.351231947,0.436044692,0.303834942,0.191272013,0,0.173913043,0.766666667,0
0.323774283,0.407513564,0.267279546,0.268699978,0.329746583,0.207867357,0,0.173913043,0.766666667,0
0.95559667,0.545943481,0.298247411,0.234155114,0.167891716,0.075536249,0,0.173913043,0.766666667,0
0.425531915,0.625855011,0.306431271,0.278270319,0.701539142,0.141563045,0,0.173913043,0.766666667,0
0.352913969,0.337991203,0.2975337,0.399747815,0.34497143,0.176026908,0,0.173913043,0.766666667,0
0.379278446,0.483132278,0.233346212,0.329272666,0.335484419,0.139492136,0,0.173913043,0.766666667,0
0.419056429,0.320091182,0.328300621,0.476287299,0.496702932,0.171888207,0,0.173913043,0.766666667,0
0.298334875,0.53488145,0.141544967,0.225893858,0.329043524,0.159064305,0,0.173913043,0.766666667,0
0.457909343,0.628473228,0.206827098,0.361940028,0.330158977,0.109686463,0,0.173913043,0.766666667,0
0.414431082,0.246737701,0.245296218,0.132386777,0.184348694,0.139774951,1,0.173913043,0.766666667,0
0.401942646,0.545400698,0.33762617,0.596702251,0.34570096,0.127456999,0,0.173913043,0.766666667,0
0.415818686,0.48145085,0.214529272,0.463048725,0.538278924,0.080517426,0,0.173913043,0.766666667,0
0.228954672,0.627176314,0.323823357,0.372002982,0.323298175,0.155354745,0,0.173913043,0.766666667,0
0.535615171,0.414199516,0.281345381,0.384252913,0.800225872,0.031294153,1,0.173913043,0.766666667,0
0.430157262,0.560702952,0.357284735,0.558734293,0.190857465,0.090852404,1,0.173913043,0.766666667,0
0.227567068,0.446096652,0.415870939,0.388719213,0.260474282,0.163465747,1,0.173913043,0.766666667,0
0.391304348,0.419884293,0.298982799,0.575805543,0.333897771,0.08544263,1,0.173913043,0.766666667,0
0.266882516,0.551088752,0.319065193,0.479560864,0.37690633,0.16583759,0,0.173913043,0.766666667,0
0.441720629,0.309445514,0.040247895,0.206745153,0.715567278,0.163371933,1,0.173913043,0.766666667,0
0.319611471,0.556857107,0.436459103,0.205883174,0.281268672,0.092557475,1,0.173913043,0.766666667,0
0.445883441,0.383746377,0.260040602,0.139993929,0.245256707,0.100478358,0,0.173913043,0.766666667,0
0.263644773,0.437091099,0.416346622,0.427518029,0.315979645,0.060724776,0,0.173913043,0.766666667,0
0.195652174,0.765489162,0.702918586,0.422013558,0.635879387,0.038146699,1,0.173913043,0.766666667,0
0.154949121,0.432386567,0.219752908,0.751154126,0.258623144,0.205502205,0,0.173913043,0.766666667,0
0.441258094,0.345489449,0.209745169,0.380198486,0.333772413,0.050817999,0,0.173913043,0.766666667,0
0.329787234,0.675211149,0.447622717,0.461755433,0.553939484,0.049328466,0,0.173913043,0.766666667,0
0.441720629,0.388397772,0.416378696,0.373208723,0.240118329,0.059491547,0,0.173913043,0.766666667,0
0.391766883,0.461550369,0.344095945,0.28745265,0.287093993,0.10033913,0,0.173913043,0.766666667,0
0.195189639,0.316483075,0.336103518,0.300003643,0.252056755,0.041528736,1,0.173913043,0.766666667,0
0.2160037,0.506211728,0.20276106,0.320070867,0.317467433,0.033457368,1,0.173913043,0.766666667,0
0.197964847,0.608813698,0.332427601,0.268892963,0.588543292,0.17531122,1,0.173913043,0.766666667,0
0.37372803,0.451385453,0.384034822,0.407126441,0.532596735,0.182829197,1,0.173913043,0.766666667,0
0.372340426,0.619948531,0.197523923,0.308068441,0.26460114,0.104614079,0,0.173913043,0.766666667,0
0.397317299,0.416307968,0.275683884,0.189862935,0.352999466,0.112767251,1,0.217391304,0.766666667,0
0.328862165,0.485900592,0.166590027,0.271106212,0.180958094,0.172148921,0,0.217391304,0.766666667,0
0.24653099,0.455508649,0.200657933,0.51623707,0.29754565,0.1526458,0,0.217391304,0.766666667,0
0.162349676,0.328576837,0.308307696,0.158164044,0.423440102,0.140578853,1,0.217391304,0.766666667,0
0.30573543,0.314509678,0.331925546,0.306859508,0.181776616,0.136522027,0,0.217391304,0.766666667,0
0.203515264,0.260832371,0.228217022,0.397515483,0.352483079,0.129136817,1,0.217391304,0.766666667,0
0.235430157,0.30837096,0.338420582,0.380956276,0.611723562,0.100906882,0,0.217391304,0.766666667,0
0.407030527,0.405512176,0.312542571,0.354926143,0.257242919,0.166015988,1,0.217391304,0.766666667,0
0.264107308,0.272871856,0.389915803,0.226727844,0.545470835,0.211394556,1,0.217391304,0.766666667,0
0.38760407,0.567991022,0.274588701,0.348384103,0.727909409,0.20145803,0,0.217391304,0.766666667,0
0.135985199,0.352210542,0.255423529,0.264861464,0.192854603,0.09673927,1,0.217391304,0.766666667,0
0.379740981,0.44791747,0.683945265,0.173015162,0.547120222,0.169589514,0,0.217391304,0.766666667,0
0.291396855,0.37296687,0.225895871,0.333375507,0.796625449,0.061952241,0,0.217391304,0.766666667,0
0.193802035,0.686765194,0.778476528,0.355871076,0.266571643,0.153921761,1,0.217391304,0.766666667,0
0.226179463,0.416984823,0.363182124,0.247724294,0.207703,0.128922593,0,0.217391304,0.766666667,0
0.291859389,0.603145016,0.255121611,0.41770439,0.396544355,0.142041847,0,0.217391304,0.766666667,0
0.675300648,0.702852315,0.297116404,0.264206123,0.346739727,0.020817386,0,0.217391304,0.766666667,0
0.519888992,0.666849879,0.408717916,0.10093585,0.271642774,0.109732771,0,0.217391304,0.766666667,0
0.235892692,0.558852365,0.4075698,0.147171127,0.376687145,0.099382827,1,0.217391304,0.766666667,0
0.148011101,0.600020592,0.576065863,0.161732616,0.334734331,0.114406961,1,0.217391304,0.766666667,0
0.399167438,0.770691688,0.253495664,0.213789397,0.663116618,0.114314138,0,0.217391304,0.766666667,0
0.208140611,0.4628089,0.376770857,0.375809616,0.24715942,0.110303953,1,0.217391304,0.766666667,0
0.278445883,0.416474483,0.396724538,0.137724579,0.811120189,0.179309726,1,0.217391304,0.766666667,0
0.263644773,0.382301131,0.396804645,0.234247667,0.265453641,0.142052982,0,0.217391304,0.766666667,0
0.48519889,0.303860043,0.172217784,0.285595412,0.217522876,0.14384437,0,0.217391304,0.766666667,0
0.493987049,0.628792048,0.286240506,0.413542624,0.150079518,0.064296574,0,0.217391304,0.766666667,0
0.249306198,0.627663387,0.260517348,0.213742096,0.330848447,0.186652177,0,0.217391304,0.766666667,0
0.355226642,0.535474996,0.393968523,0.217439432,0.278710387,0.177493825,0,0.217391304,0.766666667,0
0.374653099,0.468478653,0.456275864,0.464454016,0.330301117,0.141987695,0,0.217391304,0.766666667,0
0.509713228,0.4685551,0.310226726,0.102470806,0.238592815,0.067514029,0,0.217391304,0.766666667,0
0.276595745,0.583807796,0.177122764,0.289804194,0.293259236,0.152740655,0,0.217391304,0.766666667,0
0.211378353,0.561452744,0.32155879,0.447706054,0.267674582,0.102449715,1,0.217391304,0.766666667,0
0.564292322,0.233225875,0.173225108,0.177987234,0.356603857,0.074693495,0,0.217391304,0.766666667,0
0.250693802,0.321749093,0.415216071,0.350159407,0.463337703,0.19453171,1,0.217391304,0.766666667,0
0.248381129,0.393281716,0.183903534,0.318463587,0.306257394,0.130313573,0,0.217391304,0.766666667,0
0.396854764,0.541122132,0.275878078,0.445919528,0.257743813,0.095768733,0,0.217391304,0.766666667,0
0.330712303,0.700682922,0.309298789,0.102308672,0.219433099,0.04893633,0,0.217391304,0.766666667,0
0.413506013,0.635320891,0.335781455,0.264118612,0.324896738,0.082493292,0,0.217391304,0.766666667,0
0.259944496,0.740895266,0.237643448,0.197447941,0.195294846,0.13681553,1,0.217391304,0.766666667,0
0.430619796,0.359450842,0.480389687,0.177643415,0.091139799,0.034001454,1,0.217391304,0.766666667,0
0.43293247,0.384531258,0.420349727,0.316716969,0.189711207,0.067871276,1,0.217391304,0.766666667,0
0.275208141,0.800832771,0.3105583,0.442059398,0.259877452,0.091415208,1,0.260869565,0.766666667,0
0.696577243,0.277793317,0.306206407,0.387772435,0.585495606,0.150227466,0,0.260869565,0.766666667,0
0.367715079,0.469357841,0.369354847,0.227380322,0.356417644,0.140043177,0,0.260869565,0.766666667,0
